ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_UTC,PERIODE_UTC,ES_AHIR,ESTAT,DATA_EXTRACCIO,HORA_CONSULTA_UTC,URL_FONT,CAPÇALERES_TROBADES,CAPÇALERES_LLISTAT,VAR_DVM_10_m_graus,VAR_DVM_2_m_graus,VAR_DVM_6_m_graus,VAR_GN_cm,VAR_HRM_perc,VAR_PM_hPa,VAR_PPT_mm,VAR_Període_TU,VAR_RS_W_m_2,VAR_TM_grausC,VAR_TN_grausC,VAR_TX_grausC,VAR_VVM_10_m_km_h,VAR_VVM_2_m_km_h,VAR_VVM_6_m_km_h,VAR_VVX_10_m_km_h,VAR_VVX_2_m_km_h,VAR_VVX_6_m_km_h,PERIODE,TM,TX,TN,HR,PPT,VVM,DVM,VVX,PM,Col_00,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,RS,Col_10,Col_11
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:28,16:30,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-07T16:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",239,,,,54,1007.9,0.0,16:30 - 17:00,25,10.0,9.7,10.3,5.0,,,17.6,,,16:30 - 17:00,10.0,10.3,9.7,54,0.0,5.0,239,17.6,1007.9,16:30 - 17:00,10.0,10.3,9.7,54,0.0,5.0,239,17.6,1007.9,25,25,
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:29,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",216,,,,90,1003.9,0.0,23:30 - 00:00,0,6.1,5.6,6.5,2.2,,,9.4,,,23:30 - 00:00,6.1,6.5,5.6,90,0.0,2.2,216,9.4,1003.9,23:30 - 00:00,6.1,6.5,5.6,90,0.0,2.2,216,9.4,1003.9,0,0,
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:29,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",282,,,,85,1003.7,0.0,23:00 - 23:30,0,7.4,6.7,7.9,2.9,,,10.8,,,23:00 - 23:30,7.4,7.9,6.7,85,0.0,2.9,282,10.8,1003.7,23:00 - 23:30,7.4,7.9,6.7,85,0.0,2.9,282,10.8,1003.7,0,0,
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:29,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",208,,,,86,1003.6,0.0,22:30 - 23:00,0,7.7,7.4,8.1,2.5,,,5.8,,,22:30 - 23:00,7.7,8.1,7.4,86,0.0,2.5,208,5.8,1003.6,22:30 - 23:00,7.7,8.1,7.4,86,0.0,2.5,208,5.8,1003.6,0,0,
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:29,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",197,,,,84,1003.2,0.1,22:00 - 22:30,0,7.9,7.4,8.5,4.7,,,14.8,,,22:00 - 22:30,7.9,8.5,7.4,84,0.1,4.7,197,14.8,1003.2,22:00 - 22:30,7.9,8.5,7.4,84,0.1,4.7,197,14.8,1003.2,0,0,
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:31,16:30,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-07T16:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",250,,,,51,,0.0,16:30 - 17:00,17,12.8,12.1,13.6,5.4,,,11.5,,,16:30 - 17:00,12.8,13.6,12.1,51,0.0,5.4,250,11.5,17,16:30 - 17:00,12.8,13.6,12.1,51,0.0,5.4,250,11.5,17,,,
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:33,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",267,,,,50,,0.0,23:30 - 00:00,0,12.8,12.6,12.9,25.9,,,44.3,,,23:30 - 00:00,12.8,12.9,12.6,50,0.0,25.9,267,44.3,0,23:30 - 00:00,12.8,12.9,12.6,50,0.0,25.9,267,44.3,0,,,
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:33,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",266,,,,50,,0.0,23:00 - 23:30,0,12.5,11.1,13.0,22.7,,,42.8,,,23:00 - 23:30,12.5,13.0,11.1,50,0.0,22.7,266,42.8,0,23:00 - 23:30,12.5,13.0,11.1,50,0.0,22.7,266,42.8,0,,,
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:33,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",277,,,,73,,0.0,22:30 - 23:00,0,8.0,7.2,10.6,5.8,,,30.2,,,22:30 - 23:00,8.0,10.6,7.2,73,0.0,5.8,277,30.2,0,22:30 - 23:00,8.0,10.6,7.2,73,0.0,5.8,277,30.2,0,,,
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:33,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",313,,,,76,,0.0,22:00 - 22:30,0,7.6,7.1,8.1,2.9,,,6.5,,,22:00 - 22:30,7.6,8.1,7.1,76,0.0,2.9,313,6.5,0,22:00 - 22:30,7.6,8.1,7.1,76,0.0,2.9,313,6.5,0,,,
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:36,16:30,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-07T16:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,273,,69,,0.0,16:30 - 17:00,29,6.7,6.1,7.1,,,6.8,,,12.6,16:30 - 17:00,6.7,7.1,6.1,69,0.0,6.8,273,12.6,29,16:30 - 17:00,6.7,7.1,6.1,69,0.0,6.8,273,12.6,29,,,
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:37,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,319,,98,,0.0,23:30 - 00:00,0,4.7,4.5,4.9,,,10.8,,,20.5,23:30 - 00:00,4.7,4.9,4.5,98,0.0,10.8,319,20.5,0,23:30 - 00:00,4.7,4.9,4.5,98,0.0,10.8,319,20.5,0,,,
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:37,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,308,,98,,0.0,23:00 - 23:30,0,5.2,4.9,5.4,,,13.3,,,22.7,23:00 - 23:30,5.2,5.4,4.9,98,0.0,13.3,308,22.7,0,23:00 - 23:30,5.2,5.4,4.9,98,0.0,13.3,308,22.7,0,,,
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:37,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,309,,95,,0.0,22:30 - 23:00,0,5.5,5.3,5.9,,,16.2,,,30.6,22:30 - 23:00,5.5,5.9,5.3,95,0.0,16.2,309,30.6,0,22:30 - 23:00,5.5,5.9,5.3,95,0.0,16.2,309,30.6,0,,,
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:37,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,311,,94,,0.0,22:00 - 22:30,0,6.2,5.9,6.4,,,15.5,,,23.4,22:00 - 22:30,6.2,6.4,5.9,94,0.0,15.5,311,23.4,0,22:00 - 22:30,6.2,6.4,5.9,94,0.0,15.5,311,23.4,0,,,
XN,Seròs,SEROS_XN,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:39,16:30,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-07T16:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,132,,,61,,0.0,16:30 - 17:00,20,12.0,11.4,12.8,,1.1,,,4.0,,16:30 - 17:00,12.0,12.8,11.4,61,0.0,1.1,132,4.0,20,16:30 - 17:00,12.0,12.8,11.4,61,0.0,1.1,132,4.0,20,,,
XN,Seròs,SEROS_XN,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:41,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,314,,,98,,0.0,23:30 - 00:00,0,6.4,5.6,6.9,,0.4,,,1.8,,23:30 - 00:00,6.4,6.9,5.6,98,0.0,0.4,314,1.8,0,23:30 - 00:00,6.4,6.9,5.6,98,0.0,0.4,314,1.8,0,,,
XN,Seròs,SEROS_XN,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:41,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,178,,,98,,0.0,23:00 - 23:30,0,7.4,6.7,8.0,,0.4,,,2.9,,23:00 - 23:30,7.4,8.0,6.7,98,0.0,0.4,178,2.9,0,23:00 - 23:30,7.4,8.0,6.7,98,0.0,0.4,178,2.9,0,,,
XN,Seròs,SEROS_XN,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:41,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,130,,,98,,0.0,22:30 - 23:00,0,8.0,7.8,8.1,,0.4,,,2.2,,22:30 - 23:00,8.0,8.1,7.8,98,0.0,0.4,130,2.2,0,22:30 - 23:00,8.0,8.1,7.8,98,0.0,0.4,130,2.2,0,,,
XN,Seròs,SEROS_XN,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:41,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,81,,,97,,0.0,22:00 - 22:30,0,8.3,8.1,8.4,,0.7,,,5.4,,22:00 - 22:30,8.3,8.4,8.1,97,0.0,0.7,81,5.4,0,22:00 - 22:30,8.3,8.4,8.1,97,0.0,0.7,81,5.4,0,,,
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:43,16:30,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-07T16:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",309,,,57,85,,0.0,16:30 - 17:00,22,-5.5,-5.8,-3.3,12.6,,,37.1,,,16:30 - 17:00,-5.5,-3.3,-5.8,85,0.0,57,12.6,309,37.1,16:30 - 17:00,-5.5,-3.3,-5.8,85,0.0,57,12.6,309,37.1,22,22,
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:45,00:00,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",280,,,57,73,,0.0,23:30 - 00:00,0,-3.6,-3.7,-3.4,22.0,,,26.3,,,23:30 - 00:00,-3.6,-3.4,-3.7,73,0.0,57,22.0,280,26.3,23:30 - 00:00,-3.6,-3.4,-3.7,73,0.0,57,22.0,280,26.3,0,0,
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:45,00:00,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",279,,,56,73,,0.0,23:00 - 23:30,0,-3.7,-4.2,-3.0,18.0,,,29.5,,,23:00 - 23:30,-3.7,-3.0,-4.2,73,0.0,56,18.0,279,29.5,23:00 - 23:30,-3.7,-3.0,-4.2,73,0.0,56,18.0,279,29.5,0,0,
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:45,00:00,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",284,,,57,64,,0.0,22:30 - 23:00,0,-3.0,-3.8,-2.6,19.8,,,54.0,,,22:30 - 23:00,-3.0,-2.6,-3.8,64,0.0,57,19.8,284,54.0,22:30 - 23:00,-3.0,-2.6,-3.8,64,0.0,57,19.8,284,54.0,0,0,
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:45,00:00,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",303,,,57,70,,0.0,22:00 - 22:30,0,-3.6,-4.4,-2.6,10.4,,,36.7,,,22:00 - 22:30,-3.6,-2.6,-4.4,70,0.0,57,10.4,303,36.7,22:00 - 22:30,-3.6,-2.6,-4.4,70,0.0,57,10.4,303,36.7,0,0,
XT,Solsona,SOLSONA_XT,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:47,16:30,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-07T16:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",250,,,,67,1007.1,0.0,16:30 - 17:00,27,7.0,6.5,7.5,14.0,,,23.8,,,16:30 - 17:00,7.0,7.5,6.5,67,0.0,14.0,250,23.8,1007.1,16:30 - 17:00,7.0,7.5,6.5,67,0.0,14.0,250,23.8,1007.1,27,27,
XT,Solsona,SOLSONA_XT,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",298,,,,92,1003.4,0.2,23:30 - 00:00,0,4.8,4.7,4.9,16.6,,,25.9,,,23:30 - 00:00,4.8,4.9,4.7,92,0.2,16.6,298,25.9,1003.4,23:30 - 00:00,4.8,4.9,4.7,92,0.2,16.6,298,25.9,1003.4,0,0,
XT,Solsona,SOLSONA_XT,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",303,,,,92,1003.8,0.2,23:00 - 23:30,0,4.9,4.9,5.0,16.2,,,27.4,,,23:00 - 23:30,4.9,5.0,4.9,92,0.2,16.2,303,27.4,1003.8,23:00 - 23:30,4.9,5.0,4.9,92,0.2,16.2,303,27.4,1003.8,0,0,
XT,Solsona,SOLSONA_XT,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",294,,,,91,1004.0,0.0,22:30 - 23:00,0,5.2,5.0,5.3,18.4,,,29.2,,,22:30 - 23:00,5.2,5.3,5.0,91,0.0,18.4,294,29.2,1004.0,22:30 - 23:00,5.2,5.3,5.0,91,0.0,18.4,294,29.2,1004.0,0,0,
XT,Solsona,SOLSONA_XT,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",296,,,,88,1003.8,0.3,22:00 - 22:30,0,5.5,5.2,5.7,19.1,,,29.5,,,22:00 - 22:30,5.5,5.7,5.2,88,0.3,19.1,296,29.5,1003.8,22:00 - 22:30,5.5,5.7,5.2,88,0.3,19.1,296,29.5,1003.8,0,0,
XH,Sort,SORT_XH,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:51,16:30,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-07T16:30Z,8,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, PM hPa",,,,1,75,1006.8,0.0,16:30 - 17:00,,7.2,6.7,7.4,,,,,,,16:30 - 17:00,7.2,7.4,6.7,75,0.0,1,1006.8,,,16:30 - 17:00,7.2,7.4,6.7,75,0.0,1,1006.8,,,,,
XH,Sort,SORT_XH,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:52,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-06T00:00Z,8,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, PM hPa",,,,1,100,1005.3,0.1,23:30 - 00:00,,4.1,4.1,4.3,,,,,,,23:30 - 00:00,4.1,4.3,4.1,100,0.1,1,1005.3,,,23:30 - 00:00,4.1,4.3,4.1,100,0.1,1,1005.3,,,,,
XH,Sort,SORT_XH,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:52,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-06T00:00Z,8,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, PM hPa",,,,1,99,1005.2,1.1,23:00 - 23:30,,4.5,4.3,4.6,,,,,,,23:00 - 23:30,4.5,4.6,4.3,99,1.1,1,1005.2,,,23:00 - 23:30,4.5,4.6,4.3,99,1.1,1,1005.2,,,,,
XH,Sort,SORT_XH,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:52,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-06T00:00Z,8,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, PM hPa",,,,1,100,1005.2,2.2,22:30 - 23:00,,4.9,4.6,5.0,,,,,,,22:30 - 23:00,4.9,5.0,4.6,100,2.2,1,1005.2,,,22:30 - 23:00,4.9,5.0,4.6,100,2.2,1,1005.2,,,,,
XH,Sort,SORT_XH,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:52,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-02-06T00:00Z,8,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, PM hPa",,,,1,100,1004.7,1.0,22:00 - 22:30,,5.2,5.0,5.3,,,,,,,22:00 - 22:30,5.2,5.3,5.0,100,1.0,1,1004.7,,,22:00 - 22:30,5.2,5.3,5.0,100,1.0,1,1004.7,,,,,
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:55,16:30,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-07T16:30Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,74,,0.0,16:30 - 17:00,,4.6,4.0,5.3,,,,,,,16:30 - 17:00,4.6,5.3,4.0,74,0.0,,,,,16:30 - 17:00,4.6,5.3,4.0,74,0.0,,,,,,,
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:25:56,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,80,,0.0,23:30 - 00:00,,4.3,4.2,4.5,,,,,,,23:30 - 00:00,4.3,4.5,4.2,80,0.0,,,,,23:30 - 00:00,4.3,4.5,4.2,80,0.0,,,,,,,
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 17:25:56,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,79,,0.0,23:00 - 23:30,,4.3,4.1,4.5,,,,,,,23:00 - 23:30,4.3,4.5,4.1,79,0.0,,,,,23:00 - 23:30,4.3,4.5,4.1,79,0.0,,,,,,,
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 17:25:56,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,76,,0.0,22:30 - 23:00,,4.3,4.1,4.5,,,,,,,22:30 - 23:00,4.3,4.5,4.1,76,0.0,,,,,22:30 - 23:00,4.3,4.5,4.1,76,0.0,,,,,,,
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 17:25:56,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,73,,0.0,22:00 - 22:30,,4.4,4.2,4.5,,,,,,,22:00 - 22:30,4.4,4.5,4.2,73,0.0,,,,,22:00 - 22:30,4.4,4.5,4.2,73,0.0,,,,,,,
XE,Tarragona - Complex Educatiu,TARRAGONA___COMPLEX_EDUCATIU_XE,2026-02-07,16:30 - 17:00,NO,OK,2026-02-07 17:25:58,16:30,https://www.meteo.cat/observacions/xema/dades?codi=XE&dia=2026-02-07T16:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",226,,,,62,1007.5,0.0,16:30 - 17:00,22,13.4,13.1,13.6,5.8,,,13.0,,,16:30 - 17:00,13.4,13.6,13.1,62,0.0,5.8,226,13.0,1007.5,16:30 - 17:00,13.4,13.6,13.1,62,0.0,5.8,226,13.0,1007.5,22,22,
XE,Tarragona - Complex Educatiu,TARRAGONA___COMPLEX_EDUCATIU_XE,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 17:26:00,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XE&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",284,,,,64,1003.1,0.0,23:30 - 00:00,0,11.5,10.9,12.1,4.3,,,14.0,,,23:30 - 00:00,11.5,12.1,10.9,64,0.0,4.3,284,14.0,1003.1,23:30 - 00:00,11.5,12.1,10.9,64,0.0,4.3,284,14.0,1003.1,0,0,
